State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Max AQI,Median AQI,Pct_Good,Pct_Unhealthy
Alabama,Baldwin,2023,347,236,111,0,0,90,43,0.6801152737752162,0.0
Alabama,Clay,2023,327,221,106,0,0,85,41,0.6758409785932722,0.0
Alabama,Dekalb,2023,365,212,151,2,0,133,48,0.5808219178082191,0.005479452054794521
Alabama,Elmore,2023,238,221,17,0,0,90,38,0.9285714285714286,0.0
Alabama,Etowah,2023,365,182,183,0,0,100,51,0.4986301369863014,0.0
Alabama,Jefferson,2023,365,73,272,15,3,255,61,0.2,0.049315068493150684
Alabama,Lawrence,2023,98,81,17,0,0,67,34,0.826530612244898,0.0
Alabama,Madison,2023,364,204,157,3,0,135,49,0.5604395604395604,0.008241758241758242
Alabama,Mobile,2023,361,203,157,1,0,108,46,0.5623268698060941,0.002770083102493075
Alabama,Montgomery,2023,331,138,193,0,0,93,52,0.4169184290030212,0.0
Alabama,Morgan,2023,364,259,103,2,0,140,43,0.7115384615384616,0.005494505494505495
Alabama,Russell,2023,318,233,85,0,0,93,43,0.7327044025157232,0.0
Alabama,Shelby,2023,242,207,34,1,0,108,40,0.8553719008264463,0.004132231404958678
Alabama,Sumter,2023,363,303,60,0,0,84,35,0.8347107438016529,0.0
Alabama,Tuscaloosa,2023,365,255,110,0,0,87,42,0.6986301369863014,0.0
Alaska,Aleutians East,2023,121,120,1,0,0,55,11,0.9917355371900827,0.0
Alaska,Anchorage,2023,365,319,46,0,0,71,21,0.873972602739726,0.0
Alaska,Denali,2023,350,350,0,0,0,50,33,1.0,0.0
Alaska,Fairbanks North Star,2023,365,224,109,21,10,231,41,0.6136986301369863,0.08493150684931507
Alaska,Juneau,2023,364,314,50,0,0,78,24,0.8626373626373627,0.0
Alaska,Kenai Peninsula,2023,119,119,0,0,0,29,10,1.0,0.0
Alaska,Matanuska-Susitna,2023,358,317,40,1,0,102,14,0.8854748603351955,0.002793296089385475
Alaska,North Slope,2023,121,120,1,0,0,77,4,0.9917355371900827,0.0
Arizona,Apache,2023,365,362,2,1,0,106,13,0.9917808219178083,0.0027397260273972603
Arizona,Cochise,2023,365,272,90,3,0,108,44,0.7452054794520548,0.00821917808219178
Arizona,Coconino,2023,365,243,118,1,2,203,46,0.6657534246575343,0.00821917808219178
Arizona,Gila,2023,365,232,121,11,1,154,46,0.6356164383561644,0.03287671232876712
Arizona,La Paz,2023,364,257,104,3,0,126,45,0.7060439560439561,0.008241758241758242
Arizona,Maricopa,2023,365,41,256,61,7,183,72,0.11232876712328767,0.1863013698630137
Arizona,Mohave,2023,353,344,9,0,0,99,15,0.9745042492917847,0.0
Arizona,Navajo,2023,364,290,74,0,0,84,43,0.7967032967032966,0.0
Arizona,Pima,2023,365,123,235,7,0,147,54,0.336986301369863,0.019178082191780823
Arizona,Pinal,2023,365,109,211,38,5,709,64,0.29863013698630136,0.1178082191780822
Arizona,Santa Cruz,2023,358,265,92,1,0,145,37,0.7402234636871509,0.002793296089385475
Arizona,Yavapai,2023,364,298,66,0,0,87,43,0.8186813186813187,0.0
Arizona,Yuma,2023,365,204,150,6,4,519,48,0.5589041095890411,0.0273972602739726
Arkansas,Arkansas,2023,120,69,51,0,0,80,44,0.575,0.0
Arkansas,Ashley,2023,119,71,47,1,0,107,43,0.5966386554621849,0.008403361344537815
Arkansas,Clark,2023,351,321,30,0,0,87,35,0.9145299145299145,0.0
Arkansas,Crittenden,2023,364,274,85,5,0,133,41,0.7527472527472527,0.013736263736263736
Arkansas,Garland,2023,104,57,47,0,0,67,47,0.5480769230769231,0.0
Arkansas,Jackson,2023,120,70,50,0,0,91,44,0.5833333333333334,0.0
Arkansas,Newton,2023,364,311,53,0,0,90,39,0.8543956043956044,0.0
Arkansas,Polk,2023,242,188,54,0,0,92,40,0.7768595041322314,0.0
Arkansas,Pulaski,2023,365,122,238,4,1,174,55,0.33424657534246577,0.0136986301369863
Arkansas,Union,2023,119,59,59,1,0,102,51,0.4957983193277311,0.008403361344537815
Arkansas,Washington,2023,365,265,95,5,0,119,44,0.726027397260274,0.0136986301369863
