State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Max AQI,Median AQI,Pct_Good,Pct_Unhealthy
Alabama,Baldwin,2017,270,224,45,1,0,108,39,0.8296296296296296,0.003703703703703704
Alabama,Clay,2017,118,76,42,0,0,69,40,0.6440677966101694,0.0
Alabama,Colbert,2017,283,244,39,0,0,67,39,0.8621908127208481,0.0
Alabama,Dekalb,2017,359,305,54,0,0,80,40,0.8495821727019499,0.0
Alabama,Elmore,2017,226,221,5,0,0,58,35,0.9778761061946902,0.0
Alabama,Etowah,2017,360,155,203,1,1,168,53,0.4305555555555556,0.005555555555555556
Alabama,Houston,2017,281,237,43,1,0,131,37,0.8434163701067615,0.0035587188612099642
Alabama,Jefferson,2017,365,104,258,3,0,129,56,0.28493150684931506,0.00821917808219178
Alabama,Lawrence,2017,122,101,21,0,0,83,31,0.8278688524590164,0.0
Alabama,Madison,2017,335,277,58,0,0,100,40,0.826865671641791,0.0
Alabama,Mobile,2017,361,250,106,5,0,139,43,0.6925207756232687,0.013850415512465374
Alabama,Montgomery,2017,346,144,199,2,0,246,53,0.4161849710982659,0.005780346820809248
Alabama,Morgan,2017,364,264,100,0,0,80,43,0.7252747252747253,0.0
Alabama,Russell,2017,311,184,127,0,0,88,46,0.5916398713826366,0.0
Alabama,Shelby,2017,239,222,17,0,0,97,38,0.9288702928870293,0.0
Alabama,Sumter,2017,350,279,71,0,0,85,38,0.7971428571428572,0.0
Alabama,Talladega,2017,116,65,51,0,0,73,44,0.5603448275862069,0.0
Alabama,Tuscaloosa,2017,350,92,257,1,0,123,57,0.26285714285714284,0.002857142857142857
Alaska,Aleutians East,2017,118,118,0,0,0,38,12,1.0,0.0
Alaska,Anchorage,2017,365,299,65,1,0,105,28,0.8191780821917808,0.0027397260273972603
Alaska,Denali,2017,360,359,1,0,0,52,34,0.9972222222222222,0.0
Alaska,Fairbanks North Star,2017,365,212,108,25,20,190,44,0.5808219178082191,0.1232876712328767
Alaska,Juneau,2017,356,281,74,1,0,103,20,0.7893258426966292,0.0028089887640449437
Alaska,Kenai Peninsula,2017,67,67,0,0,0,30,8,1.0,0.0
Alaska,Matanuska-Susitna,2017,365,296,64,4,1,157,32,0.810958904109589,0.0136986301369863
Arizona,Apache,2017,365,361,4,0,0,62,14,0.989041095890411,0.0
Arizona,Cochise,2017,365,248,115,2,0,111,45,0.6794520547945205,0.005479452054794521
Arizona,Coconino,2017,365,253,111,1,0,105,46,0.6931506849315069,0.0027397260273972603
Arizona,Gila,2017,365,247,109,8,1,161,44,0.6767123287671233,0.024657534246575342
Arizona,La Paz,2017,361,273,86,2,0,105,44,0.7562326869806094,0.00554016620498615
Arizona,Maricopa,2017,365,38,272,50,5,173,71,0.10410958904109589,0.1506849315068493
Arizona,Mohave,2017,355,349,6,0,0,86,17,0.9830985915492958,0.0
Arizona,Navajo,2017,365,278,86,1,0,101,44,0.7616438356164383,0.0027397260273972603
Arizona,Pima,2017,365,121,237,7,0,122,54,0.3315068493150685,0.019178082191780823
Arizona,Pinal,2017,365,55,242,59,7,358,75,0.1506849315068493,0.18082191780821918
Arizona,Santa Cruz,2017,365,236,125,2,2,198,40,0.6465753424657534,0.010958904109589041
Arizona,Yavapai,2017,340,231,104,5,0,119,46,0.6794117647058824,0.014705882352941176
Arizona,Yuma,2017,365,201,150,12,1,235,49,0.5506849315068493,0.03561643835616438
Arkansas,Arkansas,2017,113,73,40,0,0,67,39,0.6460176991150443,0.0
Arkansas,Ashley,2017,121,71,50,0,0,69,44,0.5867768595041323,0.0
Arkansas,Clark,2017,358,345,13,0,0,74,34,0.9636871508379888,0.0
Arkansas,Crittenden,2017,365,199,165,1,0,140,48,0.5452054794520548,0.0027397260273972603
Arkansas,Garland,2017,121,74,47,0,0,74,46,0.6115702479338843,0.0
Arkansas,Jackson,2017,122,77,45,0,0,71,40,0.6311475409836066,0.0
Arkansas,Newton,2017,365,338,27,0,0,63,38,0.9260273972602739,0.0
Arkansas,Polk,2017,362,299,63,0,0,97,41,0.8259668508287292,0.0
Arkansas,Pulaski,2017,365,161,203,1,0,115,52,0.4410958904109589,0.0027397260273972603
Arkansas,Union,2017,365,164,201,0,0,92,52,0.44931506849315067,0.0
Arkansas,Washington,2017,365,174,191,0,0,83,51,0.4767123287671233,0.0
California,Alameda,2017,365,106,245,9,4,205,56,0.29041095890410956,0.03561643835616438
California,Amador,2017,362,291,67,4,0,136,38,0.8038674033149171,0.011049723756906077
California,Butte,2017,365,100,241,23,1,155,59,0.273972602739726,0.06575342465753424
California,Calaveras,2017,354,118,222,12,2,172,57,0.3333333333333333,0.03954802259887006
California,Colusa,2017,365,237,120,7,0,213,43,0.6493150684931507,0.019178082191780823
California,Contra Costa,2017,365,131,222,8,4,175,54,0.3589041095890411,0.03287671232876712
California,Del Norte,2017,298,241,55,0,1,251,27,0.8087248322147651,0.003355704697986577
California,El Dorado,2017,362,235,96,31,0,147,45,0.649171270718232,0.0856353591160221
California,Fresno,2017,365,76,169,93,26,207,75,0.20821917808219179,0.32602739726027397
California,Glenn,2017,365,231,127,7,0,150,46,0.6328767123287671,0.019178082191780823
California,Humboldt,2017,365,298,59,5,3,180,37,0.8164383561643835,0.021917808219178082
California,Imperial,2017,365,73,250,37,2,328,64,0.2,0.10684931506849316
California,Inyo,2017,365,195,145,16,3,2234,49,0.5342465753424658,0.052054794520547946
California,Kern,2017,365,59,167,115,24,197,85,0.16164383561643836,0.38082191780821917
California,Kings,2017,365,82,212,50,21,192,72,0.22465753424657534,0.19452054794520549
California,Lake,2017,362,350,10,1,1,172,35,0.9668508287292817,0.0055248618784530384
California,Los Angeles,2017,365,9,237,73,38,224,79,0.024657534246575342,0.3041095890410959
California,Madera,2017,365,117,200,42,6,166,62,0.32054794520547947,0.13150684931506848
California,Marin,2017,365,224,133,5,3,164,44,0.6136986301369863,0.021917808219178082
California,Mariposa,2017,365,146,179,31,9,189,54,0.4,0.1095890410958904
California,Mendocino,2017,365,226,131,7,0,203,45,0.6191780821917808,0.019178082191780823
California,Merced,2017,364,127,203,31,3,161,58,0.3489010989010989,0.09340659340659341
California,Mono,2017,365,300,40,5,1,3767,18,0.821917808219178,0.01643835616438356
California,Monterey,2017,365,265,99,1,0,121,41,0.726027397260274,0.0027397260273972603
California,Napa,2017,365,137,214,7,5,274,53,0.37534246575342467,0.03287671232876712
