State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Max AQI,Median AQI,Pct_Good,Pct_Unhealthy
Alabama,Baldwin,2020,269,223,46,0,0,74,38,0.828996282527881,0.0
Alabama,Clay,2020,105,83,22,0,0,88,34,0.7904761904761904,0.0
Alabama,Dekalb,2020,364,332,32,0,0,91,37,0.9120879120879121,0.0
Alabama,Elmore,2020,197,197,0,0,0,47,31,1.0,0.0
Alabama,Etowah,2020,276,239,37,0,0,93,36,0.8659420289855072,0.0
Alabama,Jefferson,2020,366,119,244,3,0,129,54,0.3251366120218579,0.00819672131147541
Alabama,Lawrence,2020,90,84,6,0,0,78,24,0.9333333333333333,0.0
Alabama,Madison,2020,364,210,154,0,0,89,47,0.5769230769230769,0.0
Alabama,Mobile,2020,348,188,160,0,0,78,49,0.5402298850574713,0.0
Alabama,Montgomery,2020,361,70,289,2,0,116,58,0.19390581717451524,0.00554016620498615
Alabama,Morgan,2020,355,251,104,0,0,75,41,0.7070422535211267,0.0
Alabama,Russell,2020,365,236,129,0,0,99,44,0.6465753424657534,0.0
Alabama,Shelby,2020,241,232,9,0,0,67,34,0.9626556016597511,0.0
Alabama,Sumter,2020,355,314,41,0,0,74,33,0.8845070422535212,0.0
Alabama,Tuscaloosa,2020,278,247,31,0,0,97,34,0.8884892086330936,0.0
Alaska,Aleutians East,2020,121,121,0,0,0,41,11,1.0,0.0
Alaska,Anchorage,2020,366,294,72,0,0,92,27,0.8032786885245902,0.0
Alaska,Bethel,2020,167,165,2,0,0,56,7,0.9880239520958084,0.0
Alaska,Denali,2020,358,356,2,0,0,54,33,0.994413407821229,0.0
Alaska,Fairbanks North Star,2020,366,231,98,17,20,177,39,0.6311475409836066,0.10109289617486339
Alaska,Juneau,2020,361,320,40,1,0,101,19,0.8864265927977839,0.002770083102493075
Alaska,Kenai Peninsula,2020,122,120,2,0,0,53,10,0.9836065573770492,0.0
Alaska,Matanuska-Susitna,2020,359,317,41,1,0,103,17,0.883008356545961,0.002785515320334262
Alaska,North Slope,2020,112,111,1,0,0,54,6,0.9910714285714286,0.0
Arizona,Apache,2020,364,356,8,0,0,63,14,0.978021978021978,0.0
Arizona,Cochise,2020,366,271,93,2,0,108,45,0.7404371584699454,0.00546448087431694
Arizona,Coconino,2020,366,302,64,0,0,93,44,0.825136612021858,0.0
Arizona,Gila,2020,366,256,99,8,3,174,44,0.6994535519125683,0.030054644808743168
Arizona,La Paz,2020,366,292,72,2,0,125,44,0.7978142076502732,0.00546448087431694
Arizona,Maricopa,2020,366,11,154,60,66,282,112,0.030054644808743168,0.3442622950819672
Arizona,Mohave,2020,358,348,9,1,0,116,19,0.9720670391061452,0.002793296089385475
Arizona,Navajo,2020,366,314,50,2,0,136,43,0.8579234972677595,0.00546448087431694
Arizona,Pima,2020,366,124,229,12,0,277,55,0.33879781420765026,0.03278688524590164
