State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Max AQI,Median AQI,Pct_Good,Pct_Unhealthy
South Dakota,Codington,2015,356,276,79,1,0,138,34,0.7752808988764045,0.0028089887640449437
South Dakota,Custer,2015,365,326,37,2,0,133,40,0.8931506849315068,0.005479452054794521
South Dakota,Hughes,2015,361,331,28,1,1,152,21,0.9168975069252078,0.00554016620498615
South Dakota,Jackson,2015,364,320,42,2,0,142,38,0.8791208791208791,0.005494505494505495
South Dakota,Meade,2015,365,352,13,0,0,64,38,0.9643835616438357,0.0
South Dakota,Minnehaha,2015,365,207,155,3,0,124,47,0.5671232876712329,0.00821917808219178
South Dakota,Pennington,2015,365,182,180,3,0,120,51,0.4986301369863014,0.00821917808219178
South Dakota,Union,2015,365,243,120,2,0,108,43,0.6657534246575343,0.005479452054794521
Tennessee,Anderson,2015,240,216,24,0,0,97,39,0.9,0.0
Tennessee,Blount,2015,364,284,79,1,0,105,41,0.7802197802197802,0.0027472527472527475
Tennessee,Claiborne,2015,363,341,22,0,0,84,35,0.9393939393939394,0.0
Tennessee,Davidson,2015,365,141,224,0,0,97,53,0.3863013698630137,0.0
Tennessee,Dekalb,2015,353,336,17,0,0,77,35,0.9518413597733711,0.0
Tennessee,Dyer,2015,111,71,40,0,0,70,42,0.6396396396396397,0.0
Tennessee,Hamilton,2015,284,211,70,3,0,133,43,0.7429577464788732,0.01056338028169014
Tennessee,Jefferson,2015,245,183,61,1,0,101,44,0.746938775510204,0.004081632653061225
Tennessee,Knox,2015,365,182,182,1,0,101,51,0.4986301369863014,0.0027397260273972603
Tennessee,Lawrence,2015,110,77,33,0,0,73,40,0.7,0.0
Tennessee,Loudon,2015,276,185,91,0,0,100,43,0.6702898550724637,0.0
Tennessee,Madison,2015,110,66,44,0,0,66,43,0.6,0.0
Tennessee,Maury,2015,98,75,23,0,0,66,39,0.7653061224489796,0.0
Tennessee,Mcminn,2015,110,72,38,0,0,67,43,0.6545454545454545,0.0
Tennessee,Montgomery,2015,356,225,131,0,0,74,44,0.6320224719101124,0.0
Tennessee,Putnam,2015,118,81,37,0,0,65,37,0.6864406779661016,0.0
Tennessee,Roane,2015,120,64,56,0,0,73,49,0.5333333333333333,0.0
Tennessee,Sevier,2015,364,302,61,1,0,112,43,0.8296703296703297,0.0027472527472527475
Tennessee,Shelby,2015,365,174,187,4,0,129,51,0.4767123287671233,0.010958904109589041
Tennessee,Sullivan,2015,365,291,74,0,0,100,39,0.7972602739726027,0.0
Tennessee,Sumner,2015,284,204,79,1,0,112,42,0.7183098591549296,0.0035211267605633804
Tennessee,Union,2015,365,344,21,0,0,96,19,0.9424657534246575,0.0
Tennessee,Williamson,2015,241,223,18,0,0,84,36,0.9253112033195021,0.0
Tennessee,Wilson,2015,244,211,33,0,0,93,38,0.8647540983606558,0.0
Texas,Bell,2015,365,309,51,5,0,133,36,0.8465753424657534,0.0136986301369863
Texas,Bexar,2015,365,139,212,11,3,156,53,0.38082191780821917,0.038356164383561646
Texas,Bowie,2015,118,57,61,0,0,81,51,0.4830508474576271,0.0
Texas,Brazoria,2015,365,308,42,11,4,164,33,0.8438356164383561,0.0410958904109589
Texas,Brewster,2015,358,264,94,0,0,87,42,0.7374301675977654,0.0
Texas,Cameron,2015,365,197,166,2,0,108,48,0.5397260273972603,0.005479452054794521
Texas,Collin,2015,360,304,47,9,0,143,36,0.8444444444444444,0.025
Texas,Culberson,2015,113,109,4,0,0,66,21,0.9646017699115044,0.0
Texas,Dallas,2015,365,169,186,10,0,147,52,0.46301369863013697,0.0273972602739726
Texas,Denton,2015,365,212,132,17,4,172,46,0.5808219178082191,0.057534246575342465
Texas,Ector,2015,365,255,110,0,0,76,39,0.6986301369863014,0.0
Texas,El Paso,2015,365,128,230,7,0,136,54,0.3506849315068493,0.019178082191780823
Texas,Ellis,2015,365,224,138,3,0,136,46,0.6136986301369863,0.00821917808219178
Texas,Fayette,2015,361,271,90,0,0,80,33,0.7506925207756233,0.0
Texas,Galveston,2015,365,255,92,15,3,190,44,0.6986301369863014,0.049315068493150684
Texas,Gregg,2015,365,324,39,2,0,143,33,0.8876712328767123,0.005479452054794521
Texas,Harris,2015,365,88,238,27,11,203,58,0.2410958904109589,0.10410958904109589
Texas,Harrison,2015,365,251,114,0,0,96,42,0.6876712328767123,0.0
Texas,Hidalgo,2015,365,189,175,1,0,107,49,0.5178082191780822,0.0027397260273972603
Texas,Hood,2015,364,308,49,6,1,151,34,0.8461538461538461,0.019230769230769232
Texas,Hunt,2015,365,339,26,0,0,80,33,0.9287671232876712,0.0
Texas,Jefferson,2015,365,209,146,9,1,164,47,0.5726027397260274,0.0273972602739726
Texas,Johnson,2015,361,300,55,5,1,156,35,0.8310249307479224,0.01662049861495845
Texas,Kaufman,2015,364,252,112,0,0,93,42,0.6923076923076923,0.0
Texas,Kleberg,2015,354,218,136,0,0,95,44,0.615819209039548,0.0
Texas,Maverick,2015,333,207,126,0,0,83,44,0.6216216216216216,0.0
Texas,Mclennan,2015,365,250,112,3,0,115,42,0.684931506849315,0.00821917808219178
Texas,Montgomery,2015,365,195,165,5,0,133,48,0.5342465753424658,0.0136986301369863
Texas,Navarro,2015,364,234,129,1,0,105,43,0.6428571428571429,0.0027472527472527475
Texas,Nueces,2015,365,203,160,2,0,112,48,0.5561643835616439,0.005479452054794521
Texas,Orange,2015,365,252,113,0,0,100,42,0.6904109589041096,0.0
Texas,Parker,2015,365,301,47,17,0,133,37,0.8246575342465754,0.04657534246575343
Texas,Polk,2015,327,310,17,0,0,93,31,0.9480122324159022,0.0
