place_fips,place_name,state,pop_2010,asthma_prev,copd_prev,chd_prev,stroke_prev,smoking_prev,diabetes_prev,inactivity_prev,phlth_prev,mhlth_prev,year
"669,070",Santa Barbara,CA,,8.3,4.5,4.7,2.3,11.9,8.3,18.4,10.9,11.1,2017
"669,084",Santa Clara,CA,,7.1,3.5,4.0,2.0,9.4,7.6,16.5,8.5,8.7,2017
"669,088",Santa Clarita,CA,,8.0,4.4,4.4,2.2,12.5,7.8,17.6,10.0,11.1,2017
"669,196",Santa Maria,CA,,9.2,6.5,6.4,3.4,16.5,12.6,27.6,16.8,15.0,2017
"670,000",Santa Monica,CA,,7.7,3.7,4.0,2.0,9.9,6.7,14.1,8.3,9.4,2017
"670,098",Santa Rosa,CA,,9.1,5.3,5.0,2.5,14.6,8.1,18.9,11.8,12.2,2017
"672,016",Simi Valley,CA,,8.2,4.4,4.4,2.2,12.0,7.5,17.3,10.0,10.8,2017
"673,080",South Gate,CA,,8.5,5.2,6.2,3.2,15.2,14.3,28.7,16.8,15.0,2017
"675,000",Stockton,CA,,9.1,6.3,6.2,3.5,16.9,12.6,27.2,15.0,13.8,2017
"677,000",Sunnyvale,CA,,6.9,3.1,3.7,1.8,8.5,7.3,15.6,7.9,8.1,2017
"678,120",Temecula,CA,,8.1,4.5,4.7,2.3,13.3,7.8,19.2,10.2,11.0,2017
"678,582",Thousand Oaks,CA,,7.9,4.0,4.1,2.0,10.5,6.7,15.5,9.0,9.9,2017
"680,000",Torrance,CA,,7.1,3.5,3.8,1.9,10.2,7.6,16.1,8.2,9.1,2017
"680,238",Tracy,CA,,8.5,4.9,5.0,2.6,13.9,9.6,22.0,11.5,11.7,2017
"680,812",Turlock,CA,,9.1,6.0,5.6,2.9,16.0,9.5,22.5,13.5,13.3,2017
"680,854",Tustin,CA,,7.6,4.3,4.8,2.4,12.0,9.0,19.3,11.1,11.0,2017
"681,204",Union City,CA,,7.7,3.5,4.2,2.2,10.9,9.2,19.3,9.2,9.3,2017
"681,344",Upland,CA,,8.5,5.0,5.0,2.6,14.0,9.2,22.4,12.0,11.7,2017
"681,554",Vacaville,CA,,8.8,5.1,5.1,2.6,14.4,8.7,19.6,11.3,11.7,2017
"681,666",Vallejo,CA,,9.0,5.3,5.4,3.1,14.5,11.0,22.6,12.5,12.0,2017
"682,590",Victorville,CA,,9.6,6.9,6.6,3.7,18.6,12.6,28.5,16.2,14.6,2017
"682,954",Visalia,CA,,8.9,6.0,5.6,3.0,14.5,10.0,22.8,13.7,13.2,2017
"682,996",Vista,CA,,8.6,5.9,5.5,3.0,15.4,9.6,21.7,13.8,13.2,2017
"684,200",West Covina,CA,,7.3,3.8,4.4,2.3,11.4,10.0,20.7,10.5,10.6,2017
"684,550",Westminster,CA,,7.5,5.0,5.4,2.8,14.5,11.0,23.4,12.5,11.7,2017
"685,292",Whittier,CA,,7.7,4.1,4.6,2.3,11.9,9.5,20.3,11.2,11.5,2017
"803,455",Arvada,CO,,8.9,4.7,4.3,2.2,16.3,5.8,17.0,9.8,10.1,2017
"804,000",Aurora,CO,,9.3,5.5,5.1,3.0,18.4,8.7,22.4,11.8,11.6,2017
"807,850",Boulder,CO,,8.5,4.4,4.6,2.3,13.0,5.6,14.7,9.0,9.3,2017
"812,815",Centennial,CO,,8.1,3.7,3.8,2.0,13.1,5.5,15.2,7.8,8.7,2017
"816,000",Colorado Springs,CO,,9.2,5.3,4.9,2.6,17.8,7.2,19.1,10.8,10.8,2017
"820,000",Denver,CO,,8.9,4.9,4.8,2.7,17.1,8.0,18.2,10.8,10.7,2017
"827,425",Fort Collins,CO,,8.9,5.0,4.7,2.4,14.7,6.1,16.3,9.6,10.4,2017
"832,155",Greeley,CO,,9.7,5.8,5.6,2.9,18.7,8.4,22.4,12.3,12.2,2017
"843,000",Lakewood,CO,,8.9,5.0,4.5,2.4,16.6,6.3,18.1,10.6,10.5,2017
"845,970",Longmont,CO,,8.9,5.1,5.0,2.5,15.3,6.4,17.7,10.5,10.5,2017
"846,465",Loveland,CO,,8.9,5.1,4.7,2.4,15.7,6.0,17.0,9.7,10.6,2017
"862,000",Pueblo,CO,,9.8,6.1,5.8,3.2,19.5,10.0,25.0,14.4,12.8,2017
"877,290",Thornton,CO,,9.1,5.0,4.8,2.4,17.1,7.7,21.1,10.7,10.8,2017
"883,835",Westminster,CO,,8.8,4.6,4.5,2.3,15.9,6.7,18.5,9.8,10.0,2017
"908,000",Bridgeport,CT,,11.2,6.7,6.5,3.8,20.4,12.4,32.5,15.0,14.9,2017
"918,430",Danbury,CT,,10.0,5.6,5.3,2.6,17.3,8.3,26.0,11.5,12.7,2017
"937,000",Hartford,CT,,12.9,7.8,7.3,4.6,22.8,15.6,35.4,17.8,16.5,2017
"950,370",New Britain,CT,,11.7,7.2,6.3,3.3,21.0,11.1,30.4,14.8,14.9,2017
"952,000",New Haven,CT,,11.6,6.7,6.3,3.8,19.3,13.0,29.9,14.6,14.5,2017
"955,990",Norwalk,CT,,9.6,4.7,4.8,2.4,14.6,7.9,23.4,10.0,11.2,2017
"973,000",Stamford,CT,,9.4,4.5,4.8,2.4,14.0,8.0,23.1,9.8,10.9,2017
"980,000",Waterbury,CT,,11.8,7.7,6.6,3.6,21.8,12.0,31.5,15.6,16.0,2017
"1,077,580",Wilmington,DE,,11.3,7.5,6.4,4.3,22.7,14.2,34.1,14.4,14.2,2017
"1,150,000",Washington,DC,,10.0,5.3,4.7,3.5,18.2,9.9,21.1,10.7,11.2,2017
"1,207,300",Boca Raton,FL,,8.0,5.0,4.9,2.2,13.4,7.0,17.6,9.6,11.2,2017
"1,207,875",Boynton Beach,FL,,9.3,6.9,6.0,3.2,18.2,9.9,23.2,12.9,13.8,2017
"1,210,275",Cape Coral,FL,,8.5,6.7,5.7,2.7,19.7,8.8,24.6,12.4,13.4,2017
"1,212,875",Clearwater,FL,,8.8,7.0,6.0,2.9,21.7,9.3,26.6,13.2,14.0,2017
"1,214,400",Coral Springs,FL,,7.7,5.5,5.2,2.6,15.6,9.2,25.6,11.5,12.2,2017
"1,216,475",Davie,FL,,7.5,5.5,5.2,2.4,15.6,9.0,25.7,11.6,12.2,2017
"1,216,725",Deerfield Beach,FL,,8.7,7.4,6.3,3.3,20.9,10.9,30.1,14.5,14.8,2017
"1,217,200",Deltona,FL,,8.6,7.2,6.5,3.1,20.4,10.8,28.7,14.3,14.6,2017
"1,224,000",Fort Lauderdale,FL,,8.4,6.6,6.0,3.2,19.1,10.6,28.1,13.4,13.7,2017
"1,225,175",Gainesville,FL,,9.1,7.3,6.3,3.4,19.2,10.8,27.2,13.6,14.0,2017
"1,230,000",Hialeah,FL,,7.8,5.9,7.2,3.2,17.5,14.8,38.8,17.5,15.3,2017
"1,232,000",Hollywood,FL,,8.0,6.4,5.9,2.9,18.1,10.7,29.3,13.6,13.7,2017
"1,235,000",Jacksonville,FL,,9.1,7.2,6.2,3.4,20.3,10.7,27.3,13.7,14.2,2017
"1,238,250",Lakeland,FL,,9.3,8.1,6.9,3.6,20.9,11.6,29.4,14.9,15.1,2017
"1,239,425",Largo,FL,,9.0,7.6,6.2,3.0,23.4,9.2,27.4,13.8,14.6,2017
"1,239,550",Lauderhill,FL,,10.1,7.8,6.7,4.5,22.9,14.7,34.2,16.2,16.0,2017
"1,243,975",Melbourne,FL,,8.8,7.1,6.0,3.0,20.4,9.4,25.5,13.0,13.8,2017
"1,245,000",Miami,FL,,8.3,6.4,7.2,3.6,18.4,14.3,36.1,16.7,15.0,2017
"1,245,025",Miami Beach,FL,,7.3,5.0,5.7,2.5,14.5,9.9,27.5,12.0,11.9,2017
"1,245,060",Miami Gardens,FL,,10.3,7.3,7.0,4.6,22.4,14.7,36.2,16.1,15.8,2017
"1,245,975",Miramar,FL,,8.0,4.7,5.1,2.9,14.7,11.6,27.4,11.7,11.9,2017
"1,253,000",Orlando,FL,,8.7,6.9,6.3,3.4,18.0,11.6,26.8,13.8,13.6,2017
"1,254,000",Palm Bay,FL,,9.2,7.5,6.3,3.2,21.9,10.6,27.6,14.1,14.8,2017
"1,254,200",Palm Coast,FL,,8.8,7.0,6.0,2.9,20.2,9.2,25.9,12.8,13.9,2017
"1,255,775",Pembroke Pines,FL,,7.4,4.9,5.1,2.5,13.8,10.0,26.1,11.3,11.5,2017
"1,257,425",Plantation,FL,,7.7,5.1,4.9,2.4,14.7,8.8,24.2,10.7,11.6,2017
"1,258,050",Pompano Beach,FL,,8.8,7.7,6.6,3.6,22.1,11.5,31.7,15.3,15.4,2017
"1,258,715",Port St. Lucie,FL,,8.9,7.1,6.3,3.0,20.7,9.9,27.2,13.3,14.1,2017
"1,263,000",St. Petersburg,FL,,9.1,6.8,6.0,3.1,21.5,9.9,26.2,12.9,13.7,2017
"1,269,700",Sunrise,FL,,8.3,6.1,5.7,3.1,17.6,11.1,28.9,13.1,13.3,2017
"1,270,600",Tallahassee,FL,,9.2,6.6,5.7,3.2,18.0,10.2,23.4,12.3,13.4,2017
"1,271,000",Tampa,FL,,8.7,6.7,6.3,3.4,19.7,11.7,26.2,14.3,13.9,2017
"1,276,600",West Palm Beach,FL,,9.2,6.6,6.2,3.3,17.3,10.8,23.7,13.2,13.7,2017
"1,301,052",Albany,GA,,11.9,9.1,7.5,5.2,24.9,15.7,34.7,17.0,15.6,2017
"1,303,440",Athens,GA,,10.2,7.6,6.7,3.9,19.9,12.4,30.1,14.5,13.6,2017
"1,304,000",Atlanta,GA,,9.9,6.4,6.1,4.1,17.5,12.9,26.2,12.4,11.7,2017
"1,304,204",Augusta,GA,,10.8,8.0,6.8,4.3,22.2,13.8,33.5,15.0,14.0,2017
"1,319,000",Columbus,GA,,10.6,7.4,6.4,4.0,20.3,12.9,31.0,13.9,13.4,2017
"1,342,425",Johns Creek,GA,,7.6,3.7,4.1,1.8,10.8,7.0,18.2,7.3,8.0,2017
"1,349,000",Macon,GA,,11.9,9.6,7.9,5.6,25.8,16.5,37.9,17.9,16.1,2017
"1,367,284",Roswell,GA,,8.3,4.5,4.5,2.1,13.1,7.5,20.4,8.9,9.6,2017
"1,368,516",Sandy Springs,GA,,8.5,4.6,4.6,2.2,12.9,7.7,20.2,8.9,9.5,2017
"1,369,000",Savannah,GA,,10.6,7.6,6.6,4.3,20.9,14.0,32.4,14.4,13.6,2017
"1,380,508",Warner Robins,GA,,10.3,7.7,6.6,3.8,21.3,11.9,30.7,14.1,13.4,2017
"015,003",Honolulu,HI,,8.9,4.0,4.0,2.5,14.4,8.7,23.0,9.4,9.2,2017
"1,608,830",Boise City,ID,,9.1,5.0,5.0,2.5,13.4,7.6,17.4,10.5,10.7,2017
"1,652,120",Meridian,ID,,9.0,4.8,4.8,2.4,13.1,7.2,16.9,10.0,10.4,2017
"1,656,260",Nampa,ID,,10.0,6.8,6.2,3.3,19.4,10.0,27.9,14.0,13.1,2017
"1,702,154",Arlington Heights,IL,,7.9,4.1,4.4,1.9,13.1,6.5,19.1,7.9,8.9,2017
"1,703,012",Aurora,IL,,9.0,5.9,6.1,3.1,16.8,11.1,29.2,12.9,12.0,2017
"1,706,613",Bloomington,IL,,8.7,5.4,5.2,2.5,15.6,8.2,24.8,10.1,10.5,2017
"1,707,133",Bolingbrook,IL,,8.9,5.0,5.4,2.7,15.4,10.1,28.2,10.5,10.4,2017
"1,712,385",Champaign,IL,,8.9,5.5,5.4,2.8,16.4,9.4,25.8,10.6,10.9,2017
"1,714,000",Chicago,IL,,9.4,5.9,6.3,3.7,18.1,12.5,28.6,12.8,12.0,2017
"1,714,351",Cicero,IL,,8.8,6.2,7.2,3.4,18.9,14.3,35.7,16.0,13.8,2017
"1,718,823",Decatur,IL,,10.3,7.7,6.5,3.6,23.5,10.8,31.3,13.8,13.7,2017
"1,723,074",Elgin,IL,,8.8,5.7,5.8,2.8,16.8,10.2,27.8,12.2,11.8,2017
"1,724,582",Evanston,IL,,8.3,4.0,4.6,2.3,12.7,7.8,19.8,8.3,9.0,2017
"1,738,570",Joliet,IL,,9.6,6.2,6.1,3.1,18.7,10.7,31.1,12.5,12.2,2017
"1,751,622",Naperville,IL,,7.8,3.7,4.2,1.8,11.2,7.0,20.6,7.6,8.2,2017
"1,757,225",Palatine,IL,,8.0,4.5,4.8,2.1,14.2,7.5,21.5,9.0,9.6,2017
"1,759,000",Peoria,IL,,9.8,6.8,6.2,3.3,20.3,10.6,28.0,12.6,12.4,2017
"1,765,000",Rockford,IL,,10.0,7.7,6.7,3.6,22.2,11.4,32.4,14.3,13.8,2017
"1,768,003",Schaumburg,IL,,7.8,4.2,4.5,2.1,13.4,7.2,20.7,8.3,9.0,2017
"1,772,000",Springfield,IL,,9.5,6.5,5.8,3.0,19.6,9.5,27.8,11.8,12.0,2017
"1,779,293",Waukegan,IL,,9.4,6.8,7.0,3.8,20.0,13.6,34.9,15.0,13.5,2017
"1,805,860",Bloomington,IN,,9.0,6.8,6.2,3.0,19.3,9.2,26.1,12.6,12.8,2017
"1,810,342",Carmel,IN,,7.8,3.9,4.4,1.8,11.2,6.6,17.2,7.6,8.6,2017
"1,822,000",Evansville,IN,,10.2,8.4,7.1,3.5,23.5,10.9,31.5,14.8,14.7,2017
"1,823,278",Fishers,IN,,8.0,3.9,4.3,1.8,11.8,6.7,17.6,7.7,8.9,2017
"1,825,000",Fort Wayne,IN,,9.7,7.2,6.5,3.2,21.0,10.6,27.6,13.1,13.5,2017
"1,827,000",Gary,IN,,12.1,9.1,8.3,5.9,26.9,18.4,40.1,18.3,16.6,2017
"1,831,000",Hammond,IN,,9.9,8.3,7.5,3.9,23.1,13.2,36.1,16.2,15.0,2017
"1,836,003",Indianapolis,IN,,10.3,7.4,6.4,3.6,22.7,11.4,30.7,13.4,14.0,2017
"1,840,788",Lafayette,IN,,9.8,7.7,6.6,3.2,21.9,9.8,30.8,13.9,13.9,2017
"1,851,876",Muncie,IN,,10.5,9.2,7.5,3.8,26.7,11.3,32.0,15.8,16.0,2017
"1,871,000",South Bend,IN,,10.5,8.5,7.3,3.9,23.7,12.3,31.9,15.2,14.9,2017
"1,912,000",Cedar Rapids,IA,,8.6,5.5,5.2,2.5,18.7,8.0,25.0,9.9,10.7,2017
"1,919,000",Davenport,IA,,8.8,5.9,5.6,2.8,19.7,8.9,28.6,11.0,11.2,2017
"1,921,000",Des Moines,IA,,8.7,6.4,5.7,3.1,20.2,9.5,28.4,11.8,12.0,2017
"1,938,595",Iowa City,IA,,8.2,5.0,5.0,2.5,16.2,8.0,23.6,9.5,10.0,2017
"1,973,335",Sioux City,IA,,9.0,6.6,5.8,3.0,22.1,9.5,30.5,12.2,12.3,2017
"1,982,425",Waterloo,IA,,9.1,6.5,5.9,3.2,21.1,10.0,29.8,11.9,12.2,2017
"2,036,000",Kansas City,KS,,10.5,7.8,7.0,4.1,24.4,13.6,37.0,13.9,13.0,2017
