County Code,State Name,County Name,City Name,Parameter Name,Sample Duration,Units of Measure,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,2nd Max Value,3rd Max Value,4th Max Value,Observation Count,Observation Percent,Completeness Indicator
27,Alabama,Clay,Ashland,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.88087,3.376256,18.4,17.5,15.4,14.6,115,94,Y
27,Alabama,Clay,Ashland,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.88087,3.376256,18.4,17.5,15.4,14.6,115,94,Y
27,Alabama,Clay,Ashland,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.88087,3.376256,18.4,17.5,15.4,14.6,115,94,Y
49,Alabama,DeKalb,Crossville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.855932,3.214511,17.9,15.2,13.5,13.0,118,97,Y
49,Alabama,DeKalb,Crossville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.855932,3.214511,17.9,15.2,13.5,13.0,118,97,Y
49,Alabama,DeKalb,Crossville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.855932,3.214511,17.9,15.2,13.5,13.0,118,97,Y
49,Alabama,DeKalb,Crossville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.855932,3.214511,17.9,15.2,13.5,13.0,118,97,Y
49,Alabama,DeKalb,Crossville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.855932,3.214511,17.9,15.2,13.5,13.0,118,97,Y
49,Alabama,DeKalb,Crossville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.855932,3.214511,17.9,15.2,13.5,13.0,118,97,Y
49,Alabama,DeKalb,Crossville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.855932,3.214511,17.9,15.2,13.5,13.0,118,97,Y
49,Alabama,DeKalb,Crossville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.855932,3.214511,17.9,15.2,13.5,13.0,118,97,Y
49,Alabama,DeKalb,Crossville,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.041465,0.008374,0.069,0.063,0.063,0.061,8722,99,Y
49,Alabama,DeKalb,Crossville,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.041465,0.008374,0.069,0.063,0.063,0.061,8722,99,Y
49,Alabama,DeKalb,Crossville,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.04127,0.008518,0.069,0.063,0.063,0.061,6181,100,Y
51,Alabama,Elmore,Wetumpka,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.036361,0.00942,0.062,0.06,0.059,0.058,5745,97,Y
51,Alabama,Elmore,Wetumpka,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.036361,0.00942,0.062,0.06,0.059,0.058,5745,97,Y
51,Alabama,Elmore,Wetumpka,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.036412,0.009519,0.062,0.06,0.059,0.058,4073,97,Y
55,Alabama,Etowah,Southside,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.040996,0.009174,0.068,0.068,0.063,0.062,5725,97,Y
55,Alabama,Etowah,Southside,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.040996,0.009174,0.068,0.068,0.063,0.062,5725,97,Y
55,Alabama,Etowah,Southside,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.040882,0.009326,0.068,0.068,0.063,0.062,4063,97,Y
73,Alabama,Jefferson,Birmingham,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.040806,0.010931,0.072,0.07,0.07,0.066,8196,90,Y
73,Alabama,Jefferson,Birmingham,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.040806,0.010931,0.072,0.07,0.07,0.066,8196,90,Y
73,Alabama,Jefferson,Birmingham,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.040494,0.011158,0.072,0.07,0.07,0.066,5835,92,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.031858,4.508133,27.4,24.6,21.0,19.9,113,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.589908,3.865109,24.6,19.9,16.7,16.3,109,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.031858,4.508133,27.4,24.6,21.0,19.9,113,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.031858,4.508133,27.4,24.6,21.0,19.9,113,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.589908,3.865109,24.6,19.9,16.7,16.3,109,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.031858,4.508133,27.4,24.6,21.0,19.9,113,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.031858,4.508133,27.4,24.6,21.0,19.9,113,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.031858,4.508133,27.4,24.6,21.0,19.9,113,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.589908,3.865109,24.6,19.9,16.7,16.3,109,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.589908,3.865109,24.6,19.9,16.7,16.3,109,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.031858,4.508133,27.4,24.6,21.0,19.9,113,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.031858,4.508133,27.4,24.6,21.0,19.9,113,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.031858,4.508133,27.4,24.6,21.0,19.9,113,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.031858,4.508133,27.4,24.6,21.0,19.9,113,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.589908,3.865109,24.6,19.9,16.7,16.3,109,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.031858,4.508133,27.4,24.6,21.0,19.9,113,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.589908,3.865109,24.6,19.9,16.7,16.3,109,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.031858,4.508133,27.4,24.6,21.0,19.9,113,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.031858,4.508133,27.4,24.6,21.0,19.9,113,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.589908,3.865109,24.6,19.9,16.7,16.3,109,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.031858,4.508133,27.4,24.6,21.0,19.9,113,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.589908,3.865109,24.6,19.9,16.7,16.3,109,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.031858,4.508133,27.4,24.6,21.0,19.9,113,93,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.031858,4.508133,27.4,24.6,21.0,19.9,113,93,Y
73,Alabama,Jefferson,Fairfield,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.04342,0.010324,0.07,0.069,0.066,0.066,5865,100,Y
73,Alabama,Jefferson,Fairfield,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.04342,0.010324,0.07,0.069,0.066,0.066,5865,100,Y
73,Alabama,Jefferson,Fairfield,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.043374,0.010481,0.07,0.069,0.066,0.066,4155,99,Y
73,Alabama,Jefferson,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.038861,0.009877,0.066,0.066,0.063,0.061,5852,100,Y
73,Alabama,Jefferson,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.038861,0.009877,0.066,0.066,0.063,0.061,5852,100,Y
73,Alabama,Jefferson,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.038947,0.010058,0.066,0.066,0.065,0.063,4156,100,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.008197,3.110803,17.2,15.6,15.3,14.0,61,100,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.008197,3.110803,17.2,15.6,15.3,14.0,61,100,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.008197,3.110803,17.2,15.6,15.3,14.0,61,100,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.008197,3.110803,17.2,15.6,15.3,14.0,61,100,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.008197,3.110803,17.2,15.6,15.3,14.0,61,100,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.008197,3.110803,17.2,15.6,15.3,14.0,61,100,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.008197,3.110803,17.2,15.6,15.3,14.0,61,100,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.008197,3.110803,17.2,15.6,15.3,14.0,61,100,Y
73,Alabama,Jefferson,Leeds,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.040854,0.00898,0.064,0.061,0.061,0.058,5621,95,Y
73,Alabama,Jefferson,Leeds,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.040854,0.00898,0.064,0.061,0.061,0.058,5621,95,Y
73,Alabama,Jefferson,Leeds,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.040807,0.009004,0.064,0.061,0.061,0.058,3995,95,Y
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.981944,3.160376,16.7,16.0,14.1,14.0,72,75,N
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.981944,3.160376,16.7,16.0,14.1,14.0,72,75,N
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.981944,3.160376,16.7,16.0,14.1,14.0,72,75,N
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.981944,3.160376,16.7,16.0,14.1,14.0,72,75,N
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.981944,3.160376,16.7,16.0,14.1,14.0,72,75,N
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.981944,3.160376,16.7,16.0,14.1,14.0,72,75,N
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.981944,3.160376,16.7,16.0,14.1,14.0,72,75,N
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.981944,3.160376,16.7,16.0,14.1,14.0,72,75,N
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.173333,3.278603,14.2,11.1,11.0,9.3,15,25,N
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.173333,3.278603,14.2,11.1,11.0,9.3,15,25,N
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.173333,3.278603,14.2,11.1,11.0,9.3,15,25,N
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.173333,3.278603,14.2,11.1,11.0,9.3,15,25,N
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.173333,3.278603,14.2,11.1,11.0,9.3,15,25,N
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.173333,3.278603,14.2,11.1,11.0,9.3,15,25,N
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.173333,3.278603,14.2,11.1,11.0,9.3,15,25,N
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.173333,3.278603,14.2,11.1,11.0,9.3,15,25,N
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.780328,3.237912,16.1,16.1,15.6,15.4,122,99,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.780328,3.237912,16.1,16.1,15.6,15.4,122,99,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.780328,3.237912,16.1,16.1,15.6,15.4,122,99,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.780328,3.237912,16.1,16.1,15.6,15.4,122,99,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.780328,3.237912,16.1,16.1,15.6,15.4,122,99,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.780328,3.237912,16.1,16.1,15.6,15.4,122,99,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.780328,3.237912,16.1,16.1,15.6,15.4,122,99,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.780328,3.237912,16.1,16.1,15.6,15.4,122,99,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.085246,3.261586,16.8,15.7,15.2,14.5,61,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.085246,3.261586,16.8,15.7,15.2,14.5,61,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.085246,3.261586,16.8,15.7,15.2,14.5,61,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.085246,3.261586,16.8,15.7,15.2,14.5,61,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.085246,3.261586,16.8,15.7,15.2,14.5,61,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.085246,3.261586,16.8,15.7,15.2,14.5,61,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.085246,3.261586,16.8,15.7,15.2,14.5,61,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.085246,3.261586,16.8,15.7,15.2,14.5,61,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.519811,3.453209,19.9,19.7,15.6,15.3,106,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.965455,4.154812,26.8,19.9,19.8,19.7,110,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.965455,4.154812,26.8,19.9,19.8,19.7,110,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.965455,4.154812,26.8,19.9,19.8,19.7,110,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.519811,3.453209,19.9,19.7,15.6,15.3,106,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.965455,4.154812,26.8,19.9,19.8,19.7,110,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.519811,3.453209,19.9,19.7,15.6,15.3,106,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.965455,4.154812,26.8,19.9,19.8,19.7,110,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.965455,4.154812,26.8,19.9,19.8,19.7,110,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.965455,4.154812,26.8,19.9,19.8,19.7,110,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.519811,3.453209,19.9,19.7,15.6,15.3,106,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.965455,4.154812,26.8,19.9,19.8,19.7,110,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.965455,4.154812,26.8,19.9,19.8,19.7,110,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.519811,3.453209,19.9,19.7,15.6,15.3,106,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.965455,4.154812,26.8,19.9,19.8,19.7,110,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.519811,3.453209,19.9,19.7,15.6,15.3,106,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.965455,4.154812,26.8,19.9,19.8,19.7,110,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.965455,4.154812,26.8,19.9,19.8,19.7,110,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.965455,4.154812,26.8,19.9,19.8,19.7,110,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.965455,4.154812,26.8,19.9,19.8,19.7,110,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.519811,3.453209,19.9,19.7,15.6,15.3,106,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.965455,4.154812,26.8,19.9,19.8,19.7,110,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.965455,4.154812,26.8,19.9,19.8,19.7,110,89,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.519811,3.453209,19.9,19.7,15.6,15.3,106,89,Y
73,Alabama,Jefferson,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.042909,0.009594,0.071,0.068,0.065,0.064,5797,98,Y
73,Alabama,Jefferson,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.042909,0.009594,0.071,0.068,0.065,0.064,5797,98,Y
73,Alabama,Jefferson,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.042863,0.00967,0.071,0.068,0.065,0.064,4116,98,Y
73,Alabama,Jefferson,Tarrant (corporate name for Tarrant City),Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.040172,0.009115,0.063,0.063,0.063,0.062,5858,100,Y
73,Alabama,Jefferson,Tarrant (corporate name for Tarrant City),Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.040172,0.009115,0.063,0.063,0.063,0.062,5858,100,Y
73,Alabama,Jefferson,Tarrant (corporate name for Tarrant City),Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.040098,0.009204,0.063,0.063,0.063,0.062,4160,100,Y
89,Alabama,Madison,Huntsville,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.042379,0.008938,0.069,0.069,0.067,0.065,5809,98,Y
89,Alabama,Madison,Huntsville,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.042379,0.008938,0.069,0.069,0.067,0.065,5809,98,Y
89,Alabama,Madison,Huntsville,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.042278,0.008996,0.069,0.069,0.067,0.065,4121,98,Y
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.795868,3.101596,15.6,14.5,13.9,13.4,121,99,Y
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.795868,3.101596,15.6,14.5,13.9,13.4,121,99,Y
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.795868,3.101596,15.6,14.5,13.9,13.4,121,99,Y
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.795868,3.101596,15.6,14.5,13.9,13.4,121,99,Y
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.795868,3.101596,15.6,14.5,13.9,13.4,121,99,Y
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.795868,3.101596,15.6,14.5,13.9,13.4,121,99,Y
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.795868,3.101596,15.6,14.5,13.9,13.4,121,99,Y
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.795868,3.101596,15.6,14.5,13.9,13.4,121,99,Y
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.161111,3.084497,15.7,14.9,14.5,13.5,54,87,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.161111,3.084497,15.7,14.9,14.5,13.5,54,87,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.161111,3.084497,15.7,14.9,14.5,13.5,54,87,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.161111,3.084497,15.7,14.9,14.5,13.5,54,87,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.161111,3.084497,15.7,14.9,14.5,13.5,54,87,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.161111,3.084497,15.7,14.9,14.5,13.5,54,87,N
