County Code,State Name,County Name,City Name,Parameter Name,Sample Duration,Units of Measure,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,2nd Max Value,3rd Max Value,4th Max Value,Observation Count,Observation Percent,Completeness Indicator
3,Alabama,Baldwin,Fairhope,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.047,0.007278,0.059,0.058,0.056,0.056,733,12,N
3,Alabama,Baldwin,Fairhope,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.047,0.007278,0.059,0.058,0.056,0.056,733,12,N
3,Alabama,Baldwin,Fairhope,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.0467,0.007693,0.059,0.058,0.056,0.056,521,12,N
49,Alabama,DeKalb,Crossville,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.047279,0.009501,0.068,0.068,0.064,0.063,2862,25,N
49,Alabama,DeKalb,Crossville,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.047279,0.009501,0.068,0.068,0.064,0.063,2862,25,N
49,Alabama,DeKalb,Crossville,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.046967,0.009913,0.068,0.068,0.064,0.063,2028,24,N
51,Alabama,Elmore,Wetumpka,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.044367,0.007044,0.057,0.055,0.053,0.052,732,12,N
51,Alabama,Elmore,Wetumpka,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.044367,0.007044,0.057,0.055,0.053,0.052,732,12,N
51,Alabama,Elmore,Wetumpka,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.044133,0.007385,0.057,0.055,0.053,0.052,520,12,N
55,Alabama,Etowah,Gadsden,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.04771,0.007417,0.064,0.063,0.058,0.058,740,13,N
55,Alabama,Etowah,Gadsden,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.04771,0.007417,0.064,0.063,0.058,0.058,740,13,N
55,Alabama,Etowah,Gadsden,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.047667,0.007836,0.064,0.063,0.058,0.058,523,12,N
73,Alabama,Jefferson,Birmingham,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.033214,0.007365,0.051,0.046,0.046,0.045,1373,15,N
73,Alabama,Jefferson,Birmingham,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.033214,0.007365,0.051,0.046,0.046,0.045,1373,15,N
73,Alabama,Jefferson,Birmingham,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.032929,0.007434,0.051,0.046,0.045,0.043,974,15,N
73,Alabama,Jefferson,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,,,0.054,0.048,0.046,0.041,98,0,N
73,Alabama,Jefferson,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,,,0.054,0.048,0.046,0.041,98,0,N
73,Alabama,Jefferson,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,,,0.054,0.046,0.041,,70,0,N
73,Alabama,Jefferson,Leeds,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,,,0.057,0.052,0.05,0.048,129,0,N
73,Alabama,Jefferson,Leeds,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,,,0.057,0.052,0.05,0.048,129,0,N
73,Alabama,Jefferson,Leeds,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,,,0.057,0.052,0.048,0.044,94,0,N
73,Alabama,Jefferson,Birmingham,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,,,0.053,0.049,0.046,,74,0,N
73,Alabama,Jefferson,Birmingham,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,,,0.053,0.049,0.046,,74,0,N
73,Alabama,Jefferson,Birmingham,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,,,0.053,0.047,0.046,,56,0,N
73,Alabama,Jefferson,Tarrant (corporate name for Tarrant City),Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,,,,,,,9,0,N
73,Alabama,Jefferson,Tarrant (corporate name for Tarrant City),Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,,,,,,,9,0,N
73,Alabama,Jefferson,Tarrant (corporate name for Tarrant City),Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,,,,,,,9,0,N
89,Alabama,Madison,Huntsville,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.039806,0.006321,0.051,0.05,0.049,0.049,741,13,N
89,Alabama,Madison,Huntsville,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.039806,0.006321,0.051,0.05,0.049,0.049,741,13,N
89,Alabama,Madison,Huntsville,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.039733,0.00648,0.051,0.05,0.049,0.049,524,12,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.346667,2.739586,15.2,9.5,9.2,9.1,30,25,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.346667,2.739586,15.2,9.5,9.2,9.1,30,25,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.346667,2.739586,15.2,9.5,9.2,9.1,30,25,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.346667,2.739586,15.2,9.5,9.2,9.1,30,25,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.346667,2.739586,15.2,9.5,9.2,9.1,30,25,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.346667,2.739586,15.2,9.5,9.2,9.1,30,25,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.346667,2.739586,15.2,9.5,9.2,9.1,30,25,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),6.346667,2.739586,15.2,9.5,9.2,9.1,30,25,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),5.653333,2.402043,9.3,8.8,8.4,8.3,15,25,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),5.653333,2.402043,9.3,8.8,8.4,8.3,15,25,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),5.653333,2.402043,9.3,8.8,8.4,8.3,15,25,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),5.653333,2.402043,9.3,8.8,8.4,8.3,15,25,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),5.653333,2.402043,9.3,8.8,8.4,8.3,15,25,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),5.653333,2.402043,9.3,8.8,8.4,8.3,15,25,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),5.653333,2.402043,9.3,8.8,8.4,8.3,15,25,N
89,Alabama,Madison,Huntsville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),5.653333,2.402043,9.3,8.8,8.4,8.3,15,25,N
89,Alabama,Madison,Huntsville,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045226,0.007419,0.061,0.059,0.055,0.054,724,13,N
89,Alabama,Madison,Huntsville,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045226,0.007419,0.061,0.059,0.055,0.054,724,13,N
89,Alabama,Madison,Huntsville,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045133,0.007633,0.061,0.059,0.055,0.054,514,12,N
97,Alabama,Mobile,Chickasaw,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045839,0.006743,0.058,0.058,0.055,0.054,740,13,N
97,Alabama,Mobile,Chickasaw,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045839,0.006743,0.058,0.058,0.055,0.054,740,13,N
97,Alabama,Mobile,Chickasaw,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045533,0.007347,0.058,0.058,0.055,0.054,523,12,N
97,Alabama,Mobile,Theodore,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045935,0.006743,0.056,0.054,0.054,0.053,740,13,N
97,Alabama,Mobile,Theodore,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045935,0.006743,0.056,0.054,0.054,0.053,740,13,N
97,Alabama,Mobile,Theodore,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045567,0.007079,0.056,0.054,0.054,0.053,523,12,N
101,Alabama,Montgomery,Montgomery,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.046286,0.00761,0.061,0.059,0.057,0.057,679,11,N
101,Alabama,Montgomery,Montgomery,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.046286,0.00761,0.061,0.059,0.057,0.057,679,11,N
101,Alabama,Montgomery,Montgomery,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.046148,0.008118,0.061,0.059,0.057,0.057,483,11,N
101,Alabama,Montgomery,Montgomery,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.73,3.722823,16.0,15.9,14.6,12.1,30,25,N
101,Alabama,Montgomery,Montgomery,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.73,3.722823,16.0,15.9,14.6,12.1,30,25,N
101,Alabama,Montgomery,Montgomery,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.73,3.722823,16.0,15.9,14.6,12.1,30,25,N
101,Alabama,Montgomery,Montgomery,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.73,3.722823,16.0,15.9,14.6,12.1,30,25,N
101,Alabama,Montgomery,Montgomery,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.73,3.722823,16.0,15.9,14.6,12.1,30,25,N
101,Alabama,Montgomery,Montgomery,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.73,3.722823,16.0,15.9,14.6,12.1,30,25,N
101,Alabama,Montgomery,Montgomery,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.73,3.722823,16.0,15.9,14.6,12.1,30,25,N
101,Alabama,Montgomery,Montgomery,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.73,3.722823,16.0,15.9,14.6,12.1,30,25,N
103,Alabama,Morgan,Decatur,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.0455,0.007718,0.061,0.058,0.056,0.054,732,12,N
103,Alabama,Morgan,Decatur,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.0455,0.007718,0.061,0.058,0.056,0.054,732,12,N
103,Alabama,Morgan,Decatur,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045621,0.007808,0.061,0.058,0.056,0.054,518,12,N
113,Alabama,Russell,Phenix City,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.044767,0.008901,0.062,0.06,0.056,0.056,726,12,N
113,Alabama,Russell,Phenix City,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.044767,0.008901,0.062,0.06,0.056,0.056,726,12,N
113,Alabama,Russell,Phenix City,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045071,0.008973,0.062,0.06,0.056,0.056,511,11,N
113,Alabama,Russell,Phenix City,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.76,6.053816,29.1,22.3,19.7,18.2,30,25,N
113,Alabama,Russell,Phenix City,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.76,6.053816,29.1,22.3,19.7,18.2,30,25,N
113,Alabama,Russell,Phenix City,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.76,6.053816,29.1,22.3,19.7,18.2,30,25,N
113,Alabama,Russell,Phenix City,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.76,6.053816,29.1,22.3,19.7,18.2,30,25,N
113,Alabama,Russell,Phenix City,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.76,6.053816,29.1,22.3,19.7,18.2,30,25,N
113,Alabama,Russell,Phenix City,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.76,6.053816,29.1,22.3,19.7,18.2,30,25,N
113,Alabama,Russell,Phenix City,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.76,6.053816,29.1,22.3,19.7,18.2,30,25,N
113,Alabama,Russell,Phenix City,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.76,6.053816,29.1,22.3,19.7,18.2,30,25,N
113,Alabama,Russell,Phenix City,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.2,4.687217,17.9,12.5,11.9,9.8,11,18,N
113,Alabama,Russell,Phenix City,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.2,4.687217,17.9,12.5,11.9,9.8,11,18,N
113,Alabama,Russell,Phenix City,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.2,4.687217,17.9,12.5,11.9,9.8,11,18,N
113,Alabama,Russell,Phenix City,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.2,4.687217,17.9,12.5,11.9,9.8,11,18,N
113,Alabama,Russell,Phenix City,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.2,4.687217,17.9,12.5,11.9,9.8,11,18,N
113,Alabama,Russell,Phenix City,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.2,4.687217,17.9,12.5,11.9,9.8,11,18,N
113,Alabama,Russell,Phenix City,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.2,4.687217,17.9,12.5,11.9,9.8,11,18,N
113,Alabama,Russell,Phenix City,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.2,4.687217,17.9,12.5,11.9,9.8,11,18,N
117,Alabama,Shelby,Helena,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.044387,0.007079,0.059,0.055,0.054,0.052,740,13,N
117,Alabama,Shelby,Helena,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.044387,0.007079,0.059,0.055,0.054,0.052,740,13,N
117,Alabama,Shelby,Helena,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.044467,0.007565,0.059,0.055,0.054,0.052,523,12,N
119,Alabama,Sumter,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.044655,0.006537,0.056,0.056,0.055,0.053,712,12,N
119,Alabama,Sumter,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.044655,0.006537,0.056,0.056,0.055,0.053,712,12,N
119,Alabama,Sumter,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.044571,0.006888,0.056,0.056,0.055,0.053,498,11,N
125,Alabama,Tuscaloosa,Tuscaloosa,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.046533,0.007291,0.06,0.059,0.056,0.055,730,12,N
125,Alabama,Tuscaloosa,Tuscaloosa,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.046533,0.007291,0.06,0.059,0.056,0.055,730,12,N
125,Alabama,Tuscaloosa,Tuscaloosa,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.046172,0.007924,0.06,0.059,0.056,0.055,513,12,N
20,Alaska,Anchorage ,Anchorage,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.073333,6.835983,25.4,16.3,11.9,10.6,15,25,N
20,Alaska,Anchorage ,Anchorage,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.073333,6.835983,25.4,16.3,11.9,10.6,15,25,N
20,Alaska,Anchorage ,Anchorage,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.073333,6.835983,25.4,16.3,11.9,10.6,15,25,N
20,Alaska,Anchorage ,Anchorage,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.073333,6.835983,25.4,16.3,11.9,10.6,15,25,N
20,Alaska,Anchorage ,Anchorage,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.073333,6.835983,25.4,16.3,11.9,10.6,15,25,N
20,Alaska,Anchorage ,Anchorage,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.073333,6.835983,25.4,16.3,11.9,10.6,15,25,N
20,Alaska,Anchorage ,Anchorage,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.073333,6.835983,25.4,16.3,11.9,10.6,15,25,N
20,Alaska,Anchorage ,Anchorage,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.073333,6.835983,25.4,16.3,11.9,10.6,15,25,N
68,Alaska,Denali ,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.043367,0.005082,0.053,0.052,0.051,0.051,2875,14,N
68,Alaska,Denali ,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.043367,0.005082,0.053,0.052,0.051,0.051,2875,14,N
68,Alaska,Denali ,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.042759,0.005173,0.053,0.051,0.05,0.049,2035,14,N
90,Alaska,Fairbanks North Star ,Fairbanks,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.024337,0.013408,0.047,0.043,0.042,0.042,2006,23,N
90,Alaska,Fairbanks North Star ,Fairbanks,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.024337,0.013408,0.047,0.043,0.042,0.042,2006,23,N
90,Alaska,Fairbanks North Star ,Fairbanks,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.022841,0.013697,0.047,0.043,0.042,0.042,1426,22,N
90,Alaska,Fairbanks North Star ,Fairbanks,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.465517,7.719001,46.0,36.6,34.5,24.1,87,24,N
90,Alaska,Fairbanks North Star ,Fairbanks,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.465517,7.719001,46.0,36.6,34.5,24.1,87,24,N
90,Alaska,Fairbanks North Star ,Fairbanks,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.465517,7.719001,46.0,36.6,34.5,24.1,87,24,N
90,Alaska,Fairbanks North Star ,Fairbanks,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.465517,7.719001,46.0,36.6,34.5,24.1,87,24,N
90,Alaska,Fairbanks North Star ,Fairbanks,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.465517,7.719001,46.0,36.6,34.5,24.1,87,24,N
90,Alaska,Fairbanks North Star ,Fairbanks,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.465517,7.719001,46.0,36.6,34.5,24.1,87,24,N
90,Alaska,Fairbanks North Star ,Fairbanks,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.465517,7.719001,46.0,36.6,34.5,24.1,87,24,N
90,Alaska,Fairbanks North Star ,Fairbanks,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.465517,7.719001,46.0,36.6,34.5,24.1,87,24,N
90,Alaska,Fairbanks North Star ,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),12.458333,12.622758,56.6,51.2,46.6,37.2,84,23,N
90,Alaska,Fairbanks North Star ,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),12.458333,12.622758,56.6,51.2,46.6,37.2,84,23,N
90,Alaska,Fairbanks North Star ,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),12.458333,12.622758,56.6,51.2,46.6,37.2,84,23,N
90,Alaska,Fairbanks North Star ,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),12.458333,12.622758,56.6,51.2,46.6,37.2,84,23,N
90,Alaska,Fairbanks North Star ,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),12.458333,12.622758,56.6,51.2,46.6,37.2,84,23,N
90,Alaska,Fairbanks North Star ,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),12.458333,12.622758,56.6,51.2,46.6,37.2,84,23,N
90,Alaska,Fairbanks North Star ,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),12.458333,12.622758,56.6,51.2,46.6,37.2,84,23,N
90,Alaska,Fairbanks North Star ,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),12.458333,12.622758,56.6,51.2,46.6,37.2,84,23,N
90,Alaska,Fairbanks North Star ,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),16.32069,20.729833,104.3,50.6,32.1,29.1,29,25,N
90,Alaska,Fairbanks North Star ,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),16.32069,20.729833,104.3,50.6,32.1,29.1,29,25,N
90,Alaska,Fairbanks North Star ,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),16.32069,20.729833,104.3,50.6,32.1,29.1,29,25,N
90,Alaska,Fairbanks North Star ,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),16.32069,20.729833,104.3,50.6,32.1,29.1,29,25,N
90,Alaska,Fairbanks North Star ,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),16.32069,20.729833,104.3,50.6,32.1,29.1,29,25,N
90,Alaska,Fairbanks North Star ,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),16.32069,20.729833,104.3,50.6,32.1,29.1,29,25,N
90,Alaska,Fairbanks North Star ,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),16.32069,20.729833,104.3,50.6,32.1,29.1,29,25,N
90,Alaska,Fairbanks North Star ,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),16.32069,20.729833,104.3,50.6,32.1,29.1,29,25,N
90,Alaska,Fairbanks North Star ,Fairbanks,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.623333,8.82928,61.1,39.6,33.0,23.1,90,25,N
90,Alaska,Fairbanks North Star ,Fairbanks,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.623333,8.82928,61.1,39.6,33.0,23.1,90,25,N
90,Alaska,Fairbanks North Star ,Fairbanks,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.623333,8.82928,61.1,39.6,33.0,23.1,90,25,N
90,Alaska,Fairbanks North Star ,Fairbanks,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.623333,8.82928,61.1,39.6,33.0,23.1,90,25,N
90,Alaska,Fairbanks North Star ,Fairbanks,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.623333,8.82928,61.1,39.6,33.0,23.1,90,25,N
90,Alaska,Fairbanks North Star ,Fairbanks,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.623333,8.82928,61.1,39.6,33.0,23.1,90,25,N
90,Alaska,Fairbanks North Star ,Fairbanks,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.623333,8.82928,61.1,39.6,33.0,23.1,90,25,N
90,Alaska,Fairbanks North Star ,Fairbanks,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.623333,8.82928,61.1,39.6,33.0,23.1,90,25,N
110,Alaska,Juneau ,Juneau,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.093333,9.092662,50.5,16.2,14.5,12.6,30,25,N
110,Alaska,Juneau ,Juneau,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.093333,9.092662,50.5,16.2,14.5,12.6,30,25,N
110,Alaska,Juneau ,Juneau,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.093333,9.092662,50.5,16.2,14.5,12.6,30,25,N
110,Alaska,Juneau ,Juneau,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.093333,9.092662,50.5,16.2,14.5,12.6,30,25,N
110,Alaska,Juneau ,Juneau,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.093333,9.092662,50.5,16.2,14.5,12.6,30,25,N
110,Alaska,Juneau ,Juneau,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.093333,9.092662,50.5,16.2,14.5,12.6,30,25,N
110,Alaska,Juneau ,Juneau,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.093333,9.092662,50.5,16.2,14.5,12.6,30,25,N
110,Alaska,Juneau ,Juneau,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.093333,9.092662,50.5,16.2,14.5,12.6,30,25,N
1,Arizona,Apache,Nazlini (Trading Post),PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),1.3375,0.255999,1.7,1.5,1.5,1.5,8,10,N
1,Arizona,Apache,Nazlini (Trading Post),PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),1.3375,0.255999,1.7,1.5,1.5,1.5,8,10,N
1,Arizona,Apache,Nazlini (Trading Post),PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),1.3375,0.255999,1.7,1.5,1.5,1.5,8,10,N
1,Arizona,Apache,Nazlini (Trading Post),PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),1.3375,0.255999,1.7,1.5,1.5,1.5,8,10,N
1,Arizona,Apache,Nazlini (Trading Post),PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),1.3375,0.255999,1.7,1.5,1.5,1.5,8,10,N
1,Arizona,Apache,Nazlini (Trading Post),PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),1.3375,0.255999,1.7,1.5,1.5,1.5,8,10,N
1,Arizona,Apache,Nazlini (Trading Post),PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),1.3375,0.255999,1.7,1.5,1.5,1.5,8,10,N
1,Arizona,Apache,Nazlini (Trading Post),PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),1.3375,0.255999,1.7,1.5,1.5,1.5,8,10,N
1,Arizona,Apache,Nazlini (Trading Post),PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),1.575,0.237547,1.8,1.8,1.8,1.6,8,10,N
1,Arizona,Apache,Nazlini (Trading Post),PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),1.575,0.237547,1.8,1.8,1.8,1.6,8,10,N
1,Arizona,Apache,Nazlini (Trading Post),PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),1.575,0.237547,1.8,1.8,1.8,1.6,8,10,N
1,Arizona,Apache,Nazlini (Trading Post),PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),1.575,0.237547,1.8,1.8,1.8,1.6,8,10,N
1,Arizona,Apache,Nazlini (Trading Post),PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),1.575,0.237547,1.8,1.8,1.8,1.6,8,10,N
