County Code,State Name,County Name,City Name,Parameter Name,Sample Duration,Units of Measure,Arithmetic Mean,Arithmetic Standard Dev,1st Max Value,2nd Max Value,3rd Max Value,4th Max Value,Observation Count,Observation Percent,Completeness Indicator
49,Alabama,DeKalb,Crossville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.69569,4.269617,42.7,13.5,13.4,13.2,116,95,Y
49,Alabama,DeKalb,Crossville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.69569,4.269617,42.7,13.5,13.4,13.2,116,95,Y
49,Alabama,DeKalb,Crossville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.69569,4.269617,42.7,13.5,13.4,13.2,116,95,Y
49,Alabama,DeKalb,Crossville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.69569,4.269617,42.7,13.5,13.4,13.2,116,95,Y
49,Alabama,DeKalb,Crossville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.69569,4.269617,42.7,13.5,13.4,13.2,116,95,Y
49,Alabama,DeKalb,Crossville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.69569,4.269617,42.7,13.5,13.4,13.2,116,95,Y
49,Alabama,DeKalb,Crossville,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.69569,4.269617,42.7,13.5,13.4,13.2,116,95,Y
49,Alabama,DeKalb,Crossville,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045835,0.009195,0.067,0.066,0.065,0.064,8374,91,Y
49,Alabama,DeKalb,Crossville,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045835,0.009195,0.067,0.066,0.065,0.064,8374,91,Y
49,Alabama,DeKalb,Crossville,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045738,0.00916,0.067,0.066,0.065,0.064,5909,92,Y
51,Alabama,Elmore,Wetumpka,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.042684,0.008587,0.063,0.062,0.059,0.057,2814,48,N
51,Alabama,Elmore,Wetumpka,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.042684,0.008587,0.063,0.062,0.059,0.057,2814,48,N
51,Alabama,Elmore,Wetumpka,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.042784,0.008544,0.063,0.062,0.059,0.057,1995,47,N
55,Alabama,Etowah,Gadsden,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.195575,3.285938,25.4,14.7,14.2,14.1,113,93,Y
55,Alabama,Etowah,Gadsden,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.195575,3.285938,25.4,14.7,14.2,14.1,113,93,Y
55,Alabama,Etowah,Gadsden,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.195575,3.285938,25.4,14.7,14.2,14.1,113,93,Y
55,Alabama,Etowah,Gadsden,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.195575,3.285938,25.4,14.7,14.2,14.1,113,93,Y
55,Alabama,Etowah,Gadsden,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.195575,3.285938,25.4,14.7,14.2,14.1,113,93,Y
55,Alabama,Etowah,Gadsden,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.195575,3.285938,25.4,14.7,14.2,14.1,113,93,Y
55,Alabama,Etowah,Gadsden,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.195575,3.285938,25.4,14.7,14.2,14.1,113,93,Y
55,Alabama,Etowah,Gadsden,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.195575,3.285938,25.4,14.7,14.2,14.1,113,93,Y
55,Alabama,Etowah,Southside,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045834,0.009493,0.069,0.065,0.065,0.064,5783,98,Y
55,Alabama,Etowah,Southside,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045834,0.009493,0.069,0.065,0.065,0.064,5783,98,Y
55,Alabama,Etowah,Southside,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.0458,0.00953,0.069,0.065,0.065,0.064,4092,98,Y
69,Alabama,Houston,Dothan,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.061538,2.566355,15.0,13.1,13.0,12.1,117,96,Y
69,Alabama,Houston,Dothan,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.061538,2.566355,15.0,13.1,13.0,12.1,117,96,Y
69,Alabama,Houston,Dothan,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.061538,2.566355,15.0,13.1,13.0,12.1,117,96,Y
69,Alabama,Houston,Dothan,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.061538,2.566355,15.0,13.1,13.0,12.1,117,96,Y
69,Alabama,Houston,Dothan,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.061538,2.566355,15.0,13.1,13.0,12.1,117,96,Y
69,Alabama,Houston,Dothan,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.061538,2.566355,15.0,13.1,13.0,12.1,117,96,Y
69,Alabama,Houston,Dothan,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.061538,2.566355,15.0,13.1,13.0,12.1,117,96,Y
69,Alabama,Houston,Dothan,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),7.061538,2.566355,15.0,13.1,13.0,12.1,117,96,Y
69,Alabama,Houston,Dothan,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.037954,0.010552,0.069,0.06,0.06,0.059,5721,97,Y
69,Alabama,Houston,Dothan,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.037954,0.010552,0.069,0.06,0.06,0.059,5721,97,Y
69,Alabama,Houston,Dothan,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.037806,0.010469,0.069,0.06,0.06,0.059,4069,97,Y
73,Alabama,Jefferson,Birmingham,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045156,0.011089,0.085,0.074,0.072,0.069,7436,92,Y
73,Alabama,Jefferson,Birmingham,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045156,0.011089,0.085,0.074,0.072,0.069,7436,92,Y
73,Alabama,Jefferson,Birmingham,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.044896,0.011247,0.085,0.074,0.072,0.069,5295,94,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.949167,4.445184,25.0,22.2,21.6,20.2,120,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.949167,4.445184,25.0,22.2,21.6,20.2,120,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.949167,4.445184,25.0,22.2,21.6,20.2,120,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.949167,4.445184,25.0,22.2,21.6,20.2,120,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.949167,4.445184,25.0,22.2,21.6,20.2,120,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.949167,4.445184,25.0,22.2,21.6,20.2,120,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.949167,4.445184,25.0,22.2,21.6,20.2,120,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.949167,4.445184,25.0,22.2,21.6,20.2,120,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.435484,4.323519,25.2,20.8,20.3,20.0,62,100,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.435484,4.323519,25.2,20.8,20.3,20.0,62,100,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.435484,4.323519,25.2,20.8,20.3,20.0,62,100,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.435484,4.323519,25.2,20.8,20.3,20.0,62,100,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.435484,4.323519,25.2,20.8,20.3,20.0,62,100,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.435484,4.323519,25.2,20.8,20.3,20.0,62,100,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.435484,4.323519,25.2,20.8,20.3,20.0,62,100,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.435484,4.323519,25.2,20.8,20.3,20.0,62,100,Y
73,Alabama,Jefferson,Fairfield,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.043947,0.011188,0.086,0.073,0.067,0.066,5853,100,Y
73,Alabama,Jefferson,Fairfield,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.043947,0.011188,0.086,0.073,0.067,0.066,5853,100,Y
73,Alabama,Jefferson,Fairfield,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.043852,0.011156,0.086,0.073,0.067,0.066,4152,99,Y
73,Alabama,Jefferson,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.044191,0.010486,0.078,0.078,0.07,0.069,5759,98,Y
73,Alabama,Jefferson,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.044191,0.010486,0.078,0.078,0.07,0.069,5759,98,Y
73,Alabama,Jefferson,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.044009,0.010547,0.078,0.078,0.07,0.069,4088,96,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.469167,3.017534,15.3,14.8,14.4,14.2,120,98,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.469167,3.017534,15.3,14.8,14.4,14.2,120,98,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.469167,3.017534,15.3,14.8,14.4,14.2,120,98,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.469167,3.017534,15.3,14.8,14.4,14.2,120,98,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.469167,3.017534,15.3,14.8,14.4,14.2,120,98,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.469167,3.017534,15.3,14.8,14.4,14.2,120,98,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.469167,3.017534,15.3,14.8,14.4,14.2,120,98,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.469167,3.017534,15.3,14.8,14.4,14.2,120,98,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.92,3.045686,15.0,14.3,13.6,13.6,60,97,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.92,3.045686,15.0,14.3,13.6,13.6,60,97,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.92,3.045686,15.0,14.3,13.6,13.6,60,97,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.92,3.045686,15.0,14.3,13.6,13.6,60,97,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.92,3.045686,15.0,14.3,13.6,13.6,60,97,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.92,3.045686,15.0,14.3,13.6,13.6,60,97,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.92,3.045686,15.0,14.3,13.6,13.6,60,97,Y
73,Alabama,Jefferson,,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.92,3.045686,15.0,14.3,13.6,13.6,60,97,Y
73,Alabama,Jefferson,Leeds,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.044443,0.010481,0.071,0.07,0.068,0.067,5650,96,Y
73,Alabama,Jefferson,Leeds,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.044443,0.010481,0.071,0.07,0.068,0.067,5650,96,Y
73,Alabama,Jefferson,Leeds,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.044472,0.010606,0.071,0.07,0.068,0.067,4030,93,Y
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.264516,3.333639,19.8,15.7,15.3,14.9,62,98,Y
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.264516,3.333639,19.8,15.7,15.3,14.9,62,98,Y
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.264516,3.333639,19.8,15.7,15.3,14.9,62,98,Y
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.264516,3.333639,19.8,15.7,15.3,14.9,62,98,Y
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.264516,3.333639,19.8,15.7,15.3,14.9,62,98,Y
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.264516,3.333639,19.8,15.7,15.3,14.9,62,98,Y
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.264516,3.333639,19.8,15.7,15.3,14.9,62,98,Y
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.264516,3.333639,19.8,15.7,15.3,14.9,62,98,Y
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.175,3.192238,19.8,15.6,15.1,13.3,60,98,Y
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.175,3.192238,19.8,15.6,15.1,13.3,60,98,Y
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.175,3.192238,19.8,15.6,15.1,13.3,60,98,Y
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.175,3.192238,19.8,15.6,15.1,13.3,60,98,Y
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.175,3.192238,19.8,15.6,15.1,13.3,60,98,Y
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.175,3.192238,19.8,15.6,15.1,13.3,60,98,Y
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.175,3.192238,19.8,15.6,15.1,13.3,60,98,Y
73,Alabama,Jefferson,Leeds,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.175,3.192238,19.8,15.6,15.1,13.3,60,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.661667,3.580272,22.3,16.9,16.8,16.1,120,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.661667,3.580272,22.3,16.9,16.8,16.1,120,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.661667,3.580272,22.3,16.9,16.8,16.1,120,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.661667,3.580272,22.3,16.9,16.8,16.1,120,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.661667,3.580272,22.3,16.9,16.8,16.1,120,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.661667,3.580272,22.3,16.9,16.8,16.1,120,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.661667,3.580272,22.3,16.9,16.8,16.1,120,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),8.661667,3.580272,22.3,16.9,16.8,16.1,120,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.267797,3.730325,21.7,16.6,16.3,15.9,59,97,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.267797,3.730325,21.7,16.6,16.3,15.9,59,97,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.267797,3.730325,21.7,16.6,16.3,15.9,59,97,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.267797,3.730325,21.7,16.6,16.3,15.9,59,97,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.267797,3.730325,21.7,16.6,16.3,15.9,59,97,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.267797,3.730325,21.7,16.6,16.3,15.9,59,97,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.267797,3.730325,21.7,16.6,16.3,15.9,59,97,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),9.267797,3.730325,21.7,16.6,16.3,15.9,59,97,Y
73,Alabama,Jefferson,Hoover,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.043971,0.011738,0.08,0.071,0.07,0.07,5786,98,Y
73,Alabama,Jefferson,Hoover,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.043971,0.011738,0.08,0.071,0.07,0.07,5786,98,Y
73,Alabama,Jefferson,Hoover,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.04383,0.011797,0.08,0.071,0.07,0.07,4112,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.781667,4.08961,24.5,21.4,17.4,17.1,60,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.781667,4.08961,24.5,21.4,17.4,17.1,60,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.781667,4.08961,24.5,21.4,17.4,17.1,60,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.781667,4.08961,24.5,21.4,17.4,17.1,60,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.781667,4.08961,24.5,21.4,17.4,17.1,60,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.781667,4.08961,24.5,21.4,17.4,17.1,60,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.781667,4.08961,24.5,21.4,17.4,17.1,60,98,Y
73,Alabama,Jefferson,Birmingham,PM2.5 - Local Conditions,24 HOUR,Micrograms/cubic meter (LC),10.781667,4.08961,24.5,21.4,17.4,17.1,60,98,Y
73,Alabama,Jefferson,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045169,0.010344,0.069,0.069,0.067,0.067,5749,99,Y
73,Alabama,Jefferson,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045169,0.010344,0.069,0.069,0.067,0.067,5749,99,Y
73,Alabama,Jefferson,,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045102,0.010401,0.069,0.069,0.067,0.067,4094,96,Y
73,Alabama,Jefferson,Tarrant (corporate name for Tarrant City),Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045013,0.011152,0.084,0.078,0.072,0.07,5731,98,Y
73,Alabama,Jefferson,Tarrant (corporate name for Tarrant City),Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.045013,0.011152,0.084,0.078,0.072,0.07,5731,98,Y
73,Alabama,Jefferson,Tarrant (corporate name for Tarrant City),Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.044866,0.011246,0.084,0.078,0.072,0.07,4075,98,Y
89,Alabama,Madison,Huntsville,Ozone,8-HR RUN AVG BEGIN HOUR,Parts per million,0.04584,0.00946,0.07,0.068,0.067,0.066,5853,99,Y
